,date,region,min,max
592,4/23/20,Turkey_nan,3.0,11.0
593,4/24/20,Turkey_nan,-2.0,14.0
594,4/25/20,Turkey_nan,3.0,16.0
595,4/26/20,Turkey_nan,-0.4,18.1
596,4/27/20,Turkey_nan,0.7,21.0
597,4/28/20,Turkey_nan,4.8,20.0
598,4/29/20,Turkey_nan,8.3,20.0
599,4/30/20,Turkey_nan,9.6,19.0
600,5/1/20,Turkey_nan,9.0,14.8
601,5/2/20,Turkey_nan,7.0,17.3
602,5/3/20,Turkey_nan,4.0,18.0
603,5/4/20,Turkey_nan,7.0,17.0
604,5/5/20,Turkey_nan,7.9,17.0
605,5/6/20,Turkey_nan,8.0,17.0
606,5/7/20,Turkey_nan,3.0,20.0
607,5/8/20,Turkey_nan,9.0,12.0
608,5/9/20,Turkey_nan,3.8,16.0
609,5/10/20,Turkey_nan,2.8,17.0
610,5/11/20,Turkey_nan,3.0,22.0
611,5/12/20,Turkey_nan,5.7,27.0
612,5/13/20,Turkey_nan,9.2,25.0
613,5/14/20,Turkey_nan,11.5,25.2
614,5/15/20,Turkey_nan,11.8,28.0
615,5/16/20,Turkey_nan,13.9,31.4
616,5/17/20,Turkey_nan,14.9,27.2
617,5/18/20,Turkey_nan,13.5,30.6
618,5/19/20,Turkey_nan,14.7,28.4
619,5/20/20,Turkey_nan,13.2,29.9
620,5/21/20,Turkey_nan,14.8,31.5
621,5/22/20,Turkey_nan,11.0,29.7
622,5/23/20,Turkey_nan,7.0,14.1
623,5/24/20,Turkey_nan,5.8,10.3
624,5/25/20,Turkey_nan,4.7,15.2
